X,Y
12.931317817312854,29.24751339728536
21.376932655925003,34.51699209302656
21.496817249092576,34.9322464187087
36.53413050601843,58.765006774784055
12.361604251531515,19.01688898280213
34.494097876260426,60.58484737409195
5.533946089980679,11.162632079289155
49.717561082581184,81.15524002602638
18.43941031166643,32.70149507382488
45.45576387334417,83.51913582593096
41.74591178096169,79.0071663672053
31.90489455098019,56.76604764007655
33.351699478224035,50.76964236494115
9.691327315109088,17.191384092882707
0.5168075643163128,7.1002380898992
22.822317276672738,37.75852399992457
49.64213095718372,92.48603500272593
35.713150903706854,67.56588840641305
29.12342949662078,50.56599687985571
35.76311301510758,64.31672017508552
26.21631962164024,43.23418990994156
2.421275455828953,7.837751966362126
21.596992448903624,35.98200341156396
24.687530880531444,42.16600097428599
28.522091733473136,52.33279013808895
1.4232468954679667,4.98496453064433
29.946277821203704,48.4682352895693
20.968719970902256,34.024284627973444
47.5239729858245,85.37190320537856
41.750459776686476,69.75917784986005
3.4683972690728373,5.357498188971708
17.752213331690868,29.982479572798965
